model_id,checkpoint_hash,image_id,image_path,dataset,source,generator,label,transform,severity,seed,prob_ai,predicted_label,is_correct,latency_ms,dataset_id,trial_index,trial_seed,random_policy,chain_length,chain_pattern,transform_chain,transform_parameters_json,contains_jpeg,contains_blur,contains_resize,contains_noise,contains_colour,contains_crop,clean_prob_ai,clean_predicted_label,clean_is_correct,evaluation_title,probability_shift_from_clean,became_incorrect_after_transform,recovered_after_transform,error_type,model_title,architecture_override
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_13780.jpg,FAKE/img_13780.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.025519030168652534,0,False,1.491278390624018,SID_Set,1,42,random_standard_3,3,jpeg -> colour -> resize,jpeg(quality=30) -> colour(strength=0.2) -> resize(scale=0.5),"[{""order"":1,""transform"":""jpeg"",""parameter_name"":""quality"",""parameter_value"":30},{""order"":2,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":0.2},{""order"":3,""transform"":""resize"",""parameter_name"":""scale"",""parameter_value"":0.5}]",True,False,True,False,True,False,0.9145621061325073,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.8890430759638548,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,REAL/img_1606.jpg,REAL/img_1606.jpg,SID_Set,,FLUX,0,random_standard_3,,42,0.8642975687980652,1,False,1.3406375312499108,SID_Set,1,42,random_standard_3,3,jpeg -> resize -> colour,jpeg(quality=90) -> resize(scale=0.5) -> colour(strength=0.2),"[{""order"":1,""transform"":""jpeg"",""parameter_name"":""quality"",""parameter_value"":90},{""order"":2,""transform"":""resize"",""parameter_name"":""scale"",""parameter_value"":0.5},{""order"":3,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":0.2}]",True,False,True,False,True,False,0.6543200612068176,1,False,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,0.20997750759124756,False,False,false_positive,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,REAL/img_16326.jpg,REAL/img_16326.jpg,SID_Set,,FLUX,0,random_standard_3,,42,0.9735813736915588,1,False,1.4520830468747192,SID_Set,1,42,random_standard_3,3,resize -> blur -> noise,resize(scale=0.5) -> blur(sigma=1.0) -> noise(sigma=0.02),"[{""order"":1,""transform"":""resize"",""parameter_name"":""scale"",""parameter_value"":0.5},{""order"":2,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":1.0},{""order"":3,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.02}]",False,True,True,True,False,False,0.9791862368583679,1,False,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.005604863166809082,False,False,false_positive,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,REAL/img_1561.jpg,REAL/img_1561.jpg,SID_Set,,FLUX,0,random_standard_3,,42,0.6130611896514893,1,False,1.3096950624991166,SID_Set,1,42,random_standard_3,3,resize -> jpeg -> blur,resize(scale=0.25) -> jpeg(quality=90) -> blur(sigma=2.0),"[{""order"":1,""transform"":""resize"",""parameter_name"":""scale"",""parameter_value"":0.25},{""order"":2,""transform"":""jpeg"",""parameter_name"":""quality"",""parameter_value"":90},{""order"":3,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":2.0}]",True,True,True,False,False,False,0.9551787376403809,1,False,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.3421175479888916,False,False,false_positive,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_4015.jpg,FAKE/img_4015.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.39339888095855713,0,False,1.4501374687512225,SID_Set,1,42,random_standard_3,3,jpeg -> noise -> colour,jpeg(quality=50) -> noise(sigma=0.1) -> colour(strength=0.2),"[{""order"":1,""transform"":""jpeg"",""parameter_name"":""quality"",""parameter_value"":50},{""order"":2,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.1},{""order"":3,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":0.2}]",True,False,False,True,True,False,0.9916383624076843,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.5982394814491272,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_8920.jpg,FAKE/img_8920.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.42050841450691223,0,False,1.435855609376091,SID_Set,1,42,random_standard_3,3,blur -> crop -> jpeg,blur(sigma=0.5) -> crop(fraction=0.8) -> jpeg(quality=70),"[{""order"":1,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":0.5},{""order"":2,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8},{""order"":3,""transform"":""jpeg"",""parameter_name"":""quality"",""parameter_value"":70}]",True,True,False,False,False,True,0.9983888864517212,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.577880471944809,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_5791.jpg,FAKE/img_5791.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.03415083885192871,0,False,1.4245052968746563,SID_Set,1,42,random_standard_3,3,crop -> colour -> resize,crop(fraction=0.8) -> colour(strength=0.2) -> resize(scale=0.25),"[{""order"":1,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8},{""order"":2,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":0.2},{""order"":3,""transform"":""resize"",""parameter_name"":""scale"",""parameter_value"":0.25}]",False,False,True,False,True,True,0.0035398853942751884,0,False,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,0.030610953457653522,False,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_16416.jpg,FAKE/img_16416.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.27942201495170593,0,False,1.4245052968746563,SID_Set,1,42,random_standard_3,3,colour -> noise -> blur,colour(strength=-0.2) -> noise(sigma=0.1) -> blur(sigma=1.0),"[{""order"":1,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":-0.2},{""order"":2,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.1},{""order"":3,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":1.0}]",False,True,False,True,True,False,0.9999129772186279,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.720490962266922,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_4950.jpg,FAKE/img_4950.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.32581576704978943,0,False,1.4762383906266052,SID_Set,1,42,random_standard_3,3,blur -> crop -> colour,blur(sigma=1.0) -> crop(fraction=0.8) -> colour(strength=0.2),"[{""order"":1,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":1.0},{""order"":2,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8},{""order"":3,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":0.2}]",False,True,False,False,True,True,0.9998062252998352,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.6739904582500458,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_2417.jpg,FAKE/img_2417.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.37824204564094543,0,False,1.4762383906266052,SID_Set,1,42,random_standard_3,3,crop -> jpeg -> colour,crop(fraction=0.8) -> jpeg(quality=50) -> colour(strength=-0.2),"[{""order"":1,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8},{""order"":2,""transform"":""jpeg"",""parameter_name"":""quality"",""parameter_value"":50},{""order"":3,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":-0.2}]",True,False,False,False,True,True,0.9963825941085815,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.6181405484676361,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
